 Mg1
 O      0.2311378396     0.0909052627    -0.2498599200 
 O     -0.2314261065    -0.0908528194     0.2501733957 
 O     -0.2688590270     0.4091482529     0.2501433741 
 O      0.2686020935    -0.4090792383    -0.2498415734 
 O      0.2768532116     0.0526431122     0.2501283633 
 O     -0.2771038784    -0.0525789715    -0.2498465770 
 O     -0.2232042329     0.4474513442    -0.2498415734 
 O      0.2228846327    -0.4473628340     0.2500933380 
 O      0.2232167663     0.3379257922     0.4678451375 
 O     -0.2234214776    -0.3378996680    -0.0320447416 
 O     -0.2768427671     0.1621569668    -0.4674566077 
 O      0.2766025447    -0.1620596836     0.0323882389 
 O     -0.2234716109    -0.3378080385    -0.4674866293 
 O      0.2231624551     0.3379569852     0.0323331993 
 O      0.2765691224    -0.1620626079     0.4677900979 
 O     -0.2768532116     0.1621247990    -0.0320664238 
 Mg    -0.0000772890     0.0000029243     0.0000317729 
 Mg    -0.0001671113     0.0001062513     0.5000484099 
 Mg     0.4998610888    -0.4999922992     0.0000484516 
 Mg     0.4999488222    -0.4999123671     0.5000684243 
 Mg     0.0067241390     0.2777563867    -0.2500599807 
 Mg    -0.0071419171    -0.2776513052     0.2502868941 
 Mg    -0.4930951719     0.2223185740     0.2502818905 
 Mg     0.4929468607    -0.2222739290    -0.2500449699 
 Si     0.0709721488     0.4060270003     0.2501201073 
 Si    -0.0711998379    -0.4059531118    -0.2497964576 
 Si    -0.4290581401     0.0940255405    -0.2497914540 
 Si     0.4287698732    -0.0939740720     0.2501301145 
 O      0.2310960618     0.0908779688    -0.2499499014 
 O     -0.2313759732    -0.0908459959     0.2501534647 
 O     -0.2688276937     0.4091472781     0.2501618040 
 O      0.2686271602    -0.4091016583    -0.2498748474 
 O      0.2768761894     0.0526216670     0.2501401217 
 O     -0.2770767229    -0.0525906689    -0.2498981975 
 O     -0.2231248551     0.4474376973    -0.2498948618 
 O      0.2229326771    -0.4473803801     0.2501534647 
 O      0.2231770773     0.3379218930     0.4678335458 
 O     -0.2234089442    -0.3379074663    -0.0320229759 
 O     -0.2768156115     0.1621530677    -0.4674665315 
 O      0.2765962780    -0.1620401879     0.0323616364 
 O     -0.2234319220    -0.3378675002    -0.4675048925 
 O      0.2231457440     0.3379638087     0.0323733115 
 O      0.2765377891    -0.1620928262     0.4677868455 
 O     -0.2768365004     0.1621199251    -0.0320746798 
