28 , 4 , 5.2389541759563190860517080341340D+20 , -1.1659453041024967728893064172828D+15 
28 , 8 , 1.0189364356236630879115766476049D+21 , 1.0329726457967633311674120320116D+16  
28 , 12 , 6.0516507919279489095767674377350D+21 , 1.5796051518311462830227042998825D+16  
28 , 16 , 4.4738315975593864017367636520610D+22 , 4.7969808209335240620827537083570D+17  
28 , 20 , 7.8725443506303399143572719549160D+23 , 1.5438417826543973915552275917100D+19  
28 , 24 , 7.4143442402174525210035138878080D+25 , 5.5966741182067088992469219183250D+20  
28 , 28 , 6.9657271111833060634911376098560D+28 , 3.2480548082090728018612669090440D+23  
30 , 0 , 1.7565213196687847709091406534782D+23 , 5.2556486351141951500400441423280D+17   
30 , 4 , -9.0284881313281261757567545583400D+22 , -4.7242165033904270664906629189310D+17   
30 , 8 , -2.2493547031100229731460447732712D+23 , 2.5880401718779954480113404418048D+17  
30 , 12 , -8.3171156039264326510519373549210D+23 , -1.4213682205746598429354384287660D+18  
30 , 16 , -6.7252085460554378617059798266690D+24 , -2.0863121494351316758686939194271D+19  
30 , 20 , -9.3070427828784214937452973153700D+25 , -6.2985895387572648337928911292890D+20  
30 , 24 , -4.3512348030325501710871731203760D+27 , -2.2246414473934639501288823330768D+22  
30 , 28 , -9.4353504240103771043791073395910D+29 , -1.2531757162809689798422697720107D+24  
32 , 0 , 7.8458227133695848090024841052560D+25 , 1.0822370578290512103709860110992D+20 
32 , 4 , 1.9800659318770094696867732487503D+25 , 1.6703861956753277252160222769809D+19 
32 , 8 , 4.0707502807452159784286555723200D+25 , 8.6025774744005793600850276830740D+19 
32 , 12 , 1.9735657821534465252695889219437D+26 , 1.4025152115197765703225490863885D+20 
32 , 16 , 1.2450909829876976135624814014020D+27 , 1.3812530700278623248518588827872D+21 
32 , 20 , 1.4182362308984682919026956702305D+28 , 2.7952681135448180941889928117002D+22   
32 , 24 , 4.0345092874684786184967469762820D+29 , 9.0238028514460337618987654560070D+23   
32 , 28 , 4.5444444205682568950496860813840D+31 , 4.9731076509826956272144020753250D+25   
32 , 32 , 5.0653072148998698335261780726860D+34 , 6.6561186693022667113257178789680D+28   
34 , 0 , 1.2278316702141221487210629411071D+28 , 6.4011032212137104289865337524400D+21  
34 , 4 , -5.9526574797376118328637388749210D+27 , -4.0950812353068202985871579023070D+21  
34 , 8 , -1.1302400297437313032742750157460D+28 , -2.3836020872759545685360783933481D+21  
34 , 12 , -3.8755995239471068731502806800550D+28 , -1.4310903648189739369933960131738D+22  
34 , 16 , -2.3039296235918873711865228719135D+29 , -1.1624781149048453448183075415348D+23 
34 , 20 , -2.4872491441724124499677153580540D+30 , -1.6011286514162599521218599673246D+24  
34 , 24 , -5.4905190027187594818700787429440D+31 , -3.9415238178540606054149271004760D+25   
34 , 28 , -3.1190929147945807237208291541422D+33 , -2.0039922733608732114841938561912D+27  
34 , 32 , -8.1660979692832029573931098558470D+35 , -3.1991378100463168558416870115570D+29  
36 , 0 , 6.8042610132273036837415102891150D+30 , 2.2663747795164202422886605645330D+24 
36 , 4 , 1.6899043765958536626873321883225D+30 , 8.9317390577780893007823714911310D+23  
36 , 8 , 3.4324695002843090307833117794120D+30 , 1.2088888017784499521986943290024D+24  
36 , 12 , 1.0891961584200956604528396250133D+31 , 3.7761666837238670531273199193710D+24   
36 , 16 , 5.8629472355230538237926625513260D+31 , 1.7645496549917810721051628311243D+25  
36 , 20 , 4.9998188032652900703600731734180D+32 , 1.4095520678900293995163443977531D+26   
36 , 24 , 9.1906783013472943515763326191470D+33 , 2.1577148665397238273674602796605D+27  
36 , 28 , 3.4340831446128480022026982231750D+35 , 8.5544315592344376736396333346280D+28  
36 , 32 , 4.3228808611207361939520310782190D+37 , 1.2752971126021180623886720575300D+31  
36 , 36 , 6.8507719909013286812945505053370D+40 , 2.5718424860016350643314421993730D+34  
38 , 0 , 1.3898229629288988124465255200689D+33 , 1.6694994014166767806829198022529D+26  
38 , 4 , -6.0270926668899477683377396501130D+32 , -7.0819689139659491438410802741800D+25   
38 , 8 , -1.0775625047576926829739229740898D+33 , -1.5077895005469315351646651283703D+26  
38 , 12 , -3.4766229802879880411138658281620D+33 , -2.5766534245506494930936713435263D+26  
38 , 16 , -1.4823209389154714526218535396900D+34 , -2.2953485978515529397558430470660D+27  
38 , 20 , -1.1752399281934161468954212359738D+35 , -1.8016485138162089532567002845615D+28  
38 , 24 , -1.7828636580470228231196845275550D+36 , -1.7997567540684454271110048937987D+29  
38 , 28 , -5.2302605673609934961107034681450D+37 , -4.3928984949982256203295109954730D+30  
38 , 32 , -3.5118870041597751839840200145250D+39 , -5.2294132436204907921353779078530D+32  
38 , 36 , -1.2463088506162655160270824042612D+42 , -1.4586356889308545638574268252733D+35  
40 , 0 , 9.3977144756953364499406322747910D+35 , 6.5896575164397705826071554961870D+28   
40 , 4 , 2.3714015731391377815784151763452D+35 , 2.3233373916024328080690566827501D+28   
40 , 8 , 4.2743502595314222462517503996400D+35 , 1.9975404811741483118922433502242D+28  
40 , 12 , 1.1495283403223253937803924969476D+36 , 1.0583147935970176555068842723367D+29  
40 , 16 , 5.2276986864725811966074702052560D+36 , 4.2299174401264158010877491253850D+29   
40 , 20 , 3.3727766809055664162964310078140D+37 , 2.6618041446804674998402365290389D+30   
40 , 24 , 4.0969785140672323925781814995440D+38 , 2.2186822724304180458864636671851D+31  
40 , 28 , 9.6152785881824133360509548955930D+39 , 3.3420979530215616873661985063460D+32 
40 , 32 , 4.4874401799468566953692637774000D+41 , 2.3722439095426632283585552200276D+34   
40 , 36 , 7.2067379047599360997938091286370D+43 , 5.8481975052555194672942545348360D+36   
40 , 40 , 1.4800934278189954574954699508269D+47 , 1.1001310557331975136516592591995D+40   
